epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.09019608,2.2445285282882987,1e-04,0.10091742873191833,2.2759950160980225
1,0.15686275,2.150313678442263,1e-04,0.11926605552434921,2.11004900932312
2,0.15294118,2.128876195234411,1e-04,0.20183485746383667,2.102851390838623
3,0.18039216,2.067582771357368,1e-04,0.1651376187801361,2.108659029006958
4,0.2,2.047871671003454,1e-04,0.19266055524349213,2.0594403743743896
5,0.13725491,2.0752035683276606,1e-04,0.1651376187801361,2.0258641242980957
6,0.17254902,2.057128535999971,6.9999995e-05,0.2110091745853424,1.9401705265045166
7,0.18039216,2.0553308814179663,6.9999995e-05,0.22018349170684814,1.978118896484375
8,0.1764706,2.0175250979030834,6.9999995e-05,0.2110091745853424,1.9916681051254272
9,0.19607843,2.0149596560235117,6.9999995e-05,0.22018349170684814,1.965666651725769
10,0.19607843,2.0183815834568994,6.9999995e-05,0.2568807303905487,1.8981120586395264
11,0.23921569,1.9800529143389534,6.9999995e-05,0.2844036817550659,2.0347301959991455
12,0.2784314,1.9676047834695554,6.9999995e-05,0.302752286195755,1.863073468208313
13,0.23921569,1.9255665545370064,6.9999995e-05,0.302752286195755,1.9620749950408936
14,0.28627452,1.9220580264633778,6.9999995e-05,0.3211009204387665,1.8669209480285645
15,0.24313726,1.932885700113633,6.9999995e-05,0.2844036817550659,1.8690731525421143
16,0.22352941,1.9364367587893616,6.9999995e-05,0.31192660331726074,1.8697712421417236
17,0.24313726,1.9538197096656351,6.9999995e-05,0.29357796907424927,1.8939522504806519
18,0.3019608,1.8923636623457367,4.8999995e-05,0.31192660331726074,1.907709002494812
19,0.28235295,1.9017251636467727,4.8999995e-05,0.29357796907424927,1.9080414772033691
20,0.24313726,1.9395791236092061,4.8999995e-05,0.33944955468177795,1.6877899169921875
21,0.29803923,1.8731672455282773,4.8999995e-05,0.35779815912246704,1.9039669036865234
22,0.30588236,1.8591462312960156,4.8999995e-05,0.3211009204387665,1.8114243745803833
23,0.3019608,1.8724916416056017,4.8999995e-05,0.29357796907424927,1.925462007522583
24,0.25882354,1.8905464929692886,4.8999995e-05,0.3302752375602722,1.913291335105896
25,0.34117648,1.8282539166656195,3.4299996e-05,0.31192660331726074,1.8994110822677612
26,0.33333334,1.8464120018715953,3.4299996e-05,0.3302752375602722,1.861255407333374
27,0.32941177,1.8288079079459696,3.4299996e-05,0.3302752375602722,1.9612371921539307
28,0.34901962,1.8540506718205472,2.4009996e-05,0.3761467933654785,1.9708081483840942
29,0.32941177,1.849822806377037,2.4009996e-05,0.31192660331726074,1.8794115781784058
30,0.30588236,1.8466501086365943,2.4009996e-05,0.40366971492767334,1.9382790327072144
31,0.36862746,1.7946214783425425,2.4009996e-05,0.40366971492767334,1.616062045097351
32,0.3529412,1.8249350005505132,2.4009996e-05,0.3669724762439728,1.6618115901947021
33,0.34509805,1.8225141628115784,2.4009996e-05,0.35779815912246704,1.8705443143844604
34,0.32156864,1.853191574414571,1.6806996e-05,0.38532111048698425,1.8452837467193604
35,0.3882353,1.8026625670638738,1.6806996e-05,0.39449542760849,1.9098021984100342
36,0.36862746,1.7889919472675697,1.6806996e-05,0.39449542760849,1.6584532260894775
37,0.35686275,1.8143617681428499,1.1764898e-05,0.38532111048698425,1.8934569358825684
38,0.37254903,1.8123006886126949,1.1764898e-05,0.3761467933654785,1.8254053592681885
39,0.36078432,1.7825164210562612,1.1764898e-05,0.33944955468177795,1.9195250272750854
40,0.3764706,1.7875736432916978,8.235428e-06,0.43119266629219055,1.7229018211364746
41,0.3529412,1.8269140883988024,8.235428e-06,0.38532111048698425,1.824237585067749
42,0.38039216,1.8445844444574093,8.235428e-06,0.35779815912246704,1.8616814613342285
43,0.3529412,1.790798116197773,8.235428e-06,0.39449542760849,1.81308913230896
44,0.36862746,1.8050507667017919,5.7648e-06,0.43119266629219055,1.8615044355392456
45,0.38431373,1.7820740980260512,5.7648e-06,0.4128440320491791,1.8023035526275635
46,0.32941177,1.7846555649065503,5.7648e-06,0.3761467933654785,1.8880778551101685
47,0.4117647,1.7660918946359672,4.03536e-06,0.35779815912246704,1.9388104677200317
48,0.36862746,1.7972497855915743,4.03536e-06,0.35779815912246704,1.858011245727539
49,0.3647059,1.784582672399633,4.03536e-06,0.38532111048698425,1.771972417831421
50,0.3882353,1.8065242940304327,2.8247518e-06,0.3211009204387665,1.8402708768844604
51,0.34901962,1.7960258684906305,2.8247518e-06,0.3302752375602722,1.8395400047302246
52,0.34509805,1.8059115171432496,2.8247518e-06,0.3669724762439728,1.7307698726654053
53,0.36078432,1.7803623811871399,1.9773263e-06,0.31192660331726074,1.7635750770568848
54,0.33333334,1.7948213418324788,1.9773263e-06,0.35779815912246704,1.9325106143951416
55,0.33333334,1.8005733513364606,1.9773263e-06,0.3669724762439728,1.8219795227050781
56,0.34509805,1.8137874299404668,1.3841284e-06,0.43119266629219055,1.8850517272949219
57,0.36862746,1.7801800218282962,1.3841284e-06,0.31192660331726074,1.7771497964859009
58,0.3882353,1.8045549243104224,1.3841284e-06,0.3302752375602722,1.856539249420166
59,0.36862746,1.7984766305661668,9.688898e-07,0.3669724762439728,1.8638191223144531
60,0.3764706,1.770123618256812,9.688898e-07,0.31192660331726074,1.8793469667434692
61,0.34509805,1.8397507667541504,9.688898e-07,0.33944955468177795,2.0048396587371826
62,0.36078432,1.809246158132366,6.782229e-07,0.33944955468177795,1.9590511322021484
63,0.37254903,1.8145555341944974,6.782229e-07,0.40366971492767334,1.8235656023025513
64,0.34509805,1.8049054734847125,6.782229e-07,0.39449542760849,1.7961302995681763
65,0.3764706,1.8022979039771885,4.74756e-07,0.4128440320491791,1.848852276802063
66,0.36078432,1.7899310911402984,4.74756e-07,0.35779815912246704,1.8327795267105103
67,0.3764706,1.7842151674569822,4.74756e-07,0.3486238420009613,1.7376855611801147
68,0.36862746,1.7932390657125734,3.323292e-07,0.38532111048698425,1.8686623573303223
69,0.35686275,1.7970360204285267,3.323292e-07,0.43119266629219055,1.877503752708435
70,0.34901962,1.833944276267407,3.323292e-07,0.40366971492767334,1.7950483560562134
71,0.39215687,1.7665510991040398,2.3263044e-07,0.33944955468177795,1.815694808959961
72,0.41960785,1.7500696962954951,2.3263044e-07,0.33944955468177795,2.0295355319976807
73,0.36862746,1.7738563752641865,2.3263044e-07,0.3486238420009613,1.8198635578155518
74,0.4117647,1.761804627904705,1.628413e-07,0.3302752375602722,1.8711920976638794
75,0.36078432,1.802648060462054,1.628413e-07,0.33944955468177795,1.9669691324234009
76,0.35686275,1.791768365280301,1.628413e-07,0.3211009204387665,1.822518229484558
77,0.34117648,1.8224775407828537,1.1398891e-07,0.29357796907424927,1.8894195556640625
78,0.3529412,1.7911969371870453,1.1398891e-07,0.3211009204387665,1.8845241069793701
79,0.37254903,1.7791778994541543,1.1398891e-07,0.31192660331726074,1.9520468711853027
80,0.3372549,1.8341036534776876,7.979224e-08,0.40366971492767334,1.8964461088180542
81,0.36078432,1.8283894866120582,7.979224e-08,0.40366971492767334,1.9123810529708862
82,0.36862746,1.806316752059787,7.979224e-08,0.39449542760849,1.9181395769119263
83,0.37254903,1.8061440939996756,5.5854567e-08,0.3669724762439728,1.8366998434066772
84,0.33333334,1.8256242134991814,5.5854567e-08,0.3486238420009613,1.6583199501037598
85,0.32941177,1.8152447948268815,5.5854567e-08,0.38532111048698425,1.751870036125183
86,0.35686275,1.820987175025192,3.9098197e-08,0.3669724762439728,1.6995707750320435
87,0.4,1.7438933508068908,3.9098197e-08,0.35779815912246704,1.8518109321594238
88,0.3372549,1.8145640247008379,3.9098197e-08,0.39449542760849,1.8402231931686401
89,0.37254903,1.7697837614545635,2.7368738e-08,0.3761467933654785,1.7758225202560425
90,0.40392157,1.7667351428200218,2.7368738e-08,0.3669724762439728,1.8327267169952393
91,0.4,1.8003850399279127,2.7368738e-08,0.39449542760849,1.7847950458526611
92,0.37254903,1.8006027918235927,1.9158117e-08,0.39449542760849,1.8075262308120728
93,0.3372549,1.840464902859108,1.9158117e-08,0.39449542760849,1.804484486579895
94,0.36862746,1.7821725719115313,1.9158117e-08,0.38532111048698425,1.8161053657531738
95,0.3764706,1.7920259513107,1.34106815e-08,0.33944955468177795,1.7287967205047607
96,0.34901962,1.8039597889956307,1.34106815e-08,0.3302752375602722,1.7928874492645264
97,0.34509805,1.7895028909047446,1.34106815e-08,0.38532111048698425,1.8099582195281982
98,0.3647059,1.7989371360517015,9.3874775e-09,0.39449542760849,1.8300220966339111
99,0.36862746,1.7898469088124294,9.3874775e-09,0.35779815912246704,1.7341177463531494
100,0.4117647,1.7849517583847045,9.3874775e-09,0.3211009204387665,1.8127106428146362
101,0.30980393,1.8211779047461116,6.5712342e-09,0.33944955468177795,1.8416353464126587
102,0.3254902,1.8050860376919018,6.5712342e-09,0.33944955468177795,1.791969895362854
103,0.36862746,1.8025610503028422,6.5712342e-09,0.3211009204387665,1.8642584085464478
104,0.39215687,1.8188961510564767,4.599864e-09,0.38532111048698425,1.8771735429763794
105,0.3764706,1.7719903427011827,4.599864e-09,0.3761467933654785,1.8866102695465088
106,0.36078432,1.7843148946762084,4.599864e-09,0.2752293646335602,1.9134246110916138
107,0.31764707,1.8153666024114572,3.2199048e-09,0.3486238420009613,1.846132755279541
108,0.3529412,1.831921743411644,3.2199048e-09,0.3669724762439728,1.7832292318344116
109,0.31764707,1.8454763510647942,3.2199048e-09,0.35779815912246704,1.81238853931427
110,0.3372549,1.8165894209169875,2.2539333e-09,0.3486238420009613,1.8355852365493774
111,0.34901962,1.7970619047389311,2.2539333e-09,0.3211009204387665,1.7912635803222656
112,0.37254903,1.8226431874667897,2.2539333e-09,0.3211009204387665,1.7470632791519165
113,0.3882353,1.7817075888315836,1.5777533e-09,0.40366971492767334,1.8450742959976196
114,0.31764707,1.8419966557446648,1.5777533e-09,0.3486238420009613,1.8127460479736328
115,0.4,1.764425371207443,1.5777533e-09,0.38532111048698425,1.8783648014068604
116,0.3647059,1.775328413177939,1.1044273e-09,0.33944955468177795,1.856343150138855
117,0.39215687,1.7868205369687549,1.1044273e-09,0.40366971492767334,1.798087239265442
