epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.14117648,27.341419878192976,0.001,0.1376146823167801,5.494610786437988
1,0.23137255,18.856442387898763,0.001,0.11926605552434921,4.525181770324707
2,0.3019608,13.879450016395719,0.001,0.11926605552434921,3.050403356552124
3,0.28235295,9.363310716666428,0.001,0.1651376187801361,3.24629545211792
4,0.35686275,5.377932875764136,0.001,0.1376146823167801,3.397213935852051
5,0.35686275,4.190432566287471,0.001,0.11926605552434921,2.0598092079162598
6,0.33333334,3.7341903078789804,0.001,0.1376146823167801,2.042194128036499
7,0.3529412,2.6800555416181977,0.00070000003,0.14678898453712463,2.0884439945220947
8,0.3137255,2.3974877750172334,0.00070000003,0.17431192100048065,2.066988468170166
9,0.32941177,2.2654933396507713,0.00070000003,0.14678898453712463,2.1323301792144775
10,0.40392157,1.7607531318477556,0.00070000003,0.1651376187801361,2.1166653633117676
11,0.34901962,1.9361043387768315,0.00070000003,0.15596330165863037,2.2068872451782227
12,0.35686275,1.8314650778676949,0.00049,0.1651376187801361,2.253812313079834
13,0.3882353,1.8592081916098502,0.00049,0.1651376187801361,2.1103832721710205
14,0.3254902,1.9275531053543091,0.00049,0.17431192100048065,2.0483717918395996
15,0.3647059,1.9847730935788621,0.000343,0.19266055524349213,2.2177348136901855
16,0.3647059,1.8825339223824296,0.000343,0.1651376187801361,2.0522284507751465
17,0.40392157,1.6553919951121012,0.000343,0.1651376187801361,2.1527483463287354
18,0.34117648,1.86188684351304,0.000343,0.1651376187801361,2.1020216941833496
19,0.43529412,1.5580991109212239,0.0002401,0.1834862381219864,2.1859095096588135
20,0.44705883,1.722014185961555,0.0002401,0.17431192100048065,1.992417573928833
21,0.43137255,1.839550565738304,0.0002401,0.15596330165863037,2.217916488647461
22,0.41568628,1.666337040826386,0.00016807,0.1834862381219864,2.069457769393921
23,0.42352942,1.6572275947122013,0.00016807,0.1834862381219864,2.1853103637695312
24,0.40784314,1.8422953773947324,0.00016807,0.12844036519527435,2.1356899738311768
25,0.4117647,1.6589662028293983,0.000117649,0.17431192100048065,2.2084429264068604
26,0.39215687,1.7404753923416139,0.000117649,0.1651376187801361,2.105273962020874
27,0.3882353,1.6711708484911452,0.000117649,0.1376146823167801,2.150200843811035
28,0.47058824,1.5167571418425616,8.2354294e-05,0.12844036519527435,2.225935935974121
29,0.4627451,1.4987213013218899,8.2354294e-05,0.1376146823167801,2.4244821071624756
30,0.42745098,1.6832525416916493,8.2354294e-05,0.14678898453712463,1.887534499168396
31,0.44313726,1.5113847980312272,5.7648005e-05,0.1376146823167801,2.2776520252227783
32,0.45490196,1.5566790459202786,5.7648005e-05,0.12844036519527435,2.3709914684295654
33,0.44313726,1.604132693421607,5.7648005e-05,0.12844036519527435,2.0616648197174072
34,0.43529412,1.60154476072274,4.0353603e-05,0.1376146823167801,2.306051015853882
35,0.47843137,1.5061725906297272,4.0353603e-05,0.12844036519527435,2.2784862518310547
36,0.47058824,1.5198256048501706,4.0353603e-05,0.1376146823167801,2.006007194519043
37,0.4862745,1.502011121488085,2.8247523e-05,0.11926605552434921,2.327906608581543
38,0.4627451,1.5379093726476034,2.8247523e-05,0.12844036519527435,2.279301881790161
